"scientific_name","common_name","state_code","species_id","source_url"
"Salvinia molesta","giant salvinia","WV","2785","https://www.invasiveplantatlas.org/subject.cfm?sub=2785"
"Salvinia molesta","giant salvinia","DC","2785","https://www.invasiveplantatlas.org/subject.cfm?sub=2785"
"Salvinia molesta","giant salvinia","RI","2785","https://www.invasiveplantatlas.org/subject.cfm?sub=2785"
"Salvinia molesta","giant salvinia","SC","2785","https://www.invasiveplantatlas.org/subject.cfm?sub=2785"
"Salvinia molesta","giant salvinia","TN","2785","https://www.invasiveplantatlas.org/subject.cfm?sub=2785"
"Cirsium arvense  (L.)","Canada thistle","AL","2792","https://www.invasiveplantatlas.org/subject.cfm?sub=2792"
"Cirsium arvense  (L.)","Canada thistle","CA","2792","https://www.invasiveplantatlas.org/subject.cfm?sub=2792"
"Cirsium arvense  (L.)","Canada thistle","MI","2792","https://www.invasiveplantatlas.org/subject.cfm?sub=2792"
"Cirsium arvense  (L.)","Canada thistle","PA","2792","https://www.invasiveplantatlas.org/subject.cfm?sub=2792"
"Cirsium arvense  (L.)","Canada thistle","CT","2792","https://www.invasiveplantatlas.org/subject.cfm?sub=2792"
"Cirsium arvense  (L.)","Canada thistle","WI","2792","https://www.invasiveplantatlas.org/subject.cfm?sub=2792"
"Cirsium arvense  (L.)","Canada thistle","KY","2792","https://www.invasiveplantatlas.org/subject.cfm?sub=2792"
"Cirsium arvense  (L.)","Canada thistle","MD","2792","https://www.invasiveplantatlas.org/subject.cfm?sub=2792"
"Cirsium arvense  (L.)","Canada thistle","OR","2792","https://www.invasiveplantatlas.org/subject.cfm?sub=2792"
"Cirsium arvense  (L.)","Canada thistle","NH","2792","https://www.invasiveplantatlas.org/subject.cfm?sub=2792"
"Cirsium arvense  (L.)","Canada thistle","VA","2792","https://www.invasiveplantatlas.org/subject.cfm?sub=2792"
"Cirsium arvense  (L.)","Canada thistle","OH","2792","https://www.invasiveplantatlas.org/subject.cfm?sub=2792"
"Cirsium arvense  (L.)","Canada thistle","WA","2792","https://www.invasiveplantatlas.org/subject.cfm?sub=2792"
"Cirsium arvense  (L.)","Canada thistle","ID","2792","https://www.invasiveplantatlas.org/subject.cfm?sub=2792"
"Cirsium arvense  (L.)","Canada thistle","DE","2792","https://www.invasiveplantatlas.org/subject.cfm?sub=2792"
"Cirsium arvense  (L.)","Canada thistle","NJ","2792","https://www.invasiveplantatlas.org/subject.cfm?sub=2792"
"Cirsium arvense  (L.)","Canada thistle","NY","2792","https://www.invasiveplantatlas.org/subject.cfm?sub=2792"
"Cirsium arvense  (L.)","Canada thistle","WV","2792","https://www.invasiveplantatlas.org/subject.cfm?sub=2792"
"Cirsium arvense  (L.)","Canada thistle","DC","2792","https://www.invasiveplantatlas.org/subject.cfm?sub=2792"
"Cirsium arvense  (L.)","Canada thistle","RI","2792","https://www.invasiveplantatlas.org/subject.cfm?sub=2792"
"Acer palmatum","Japanese maple","VA","3001","https://www.invasiveplantatlas.org/subject.cfm?sub=3001"
"Acer platanoides","Norway maple","MI","3002","https://www.invasiveplantatlas.org/subject.cfm?sub=3002"
"Acer platanoides","Norway maple","PA","3002","https://www.invasiveplantatlas.org/subject.cfm?sub=3002"
"Acer platanoides","Norway maple","CT","3002","https://www.invasiveplantatlas.org/subject.cfm?sub=3002"
"Acer platanoides","Norway maple","DE","3002","https://www.invasiveplantatlas.org/subject.cfm?sub=3002"
"Acer platanoides","Norway maple","WI","3002","https://www.invasiveplantatlas.org/subject.cfm?sub=3002"
"Acer platanoides","Norway maple","KY","3002","https://www.invasiveplantatlas.org/subject.cfm?sub=3002"
"Acer platanoides","Norway maple","MD","3002","https://www.invasiveplantatlas.org/subject.cfm?sub=3002"
"Acer platanoides","Norway maple","OR","3002","https://www.invasiveplantatlas.org/subject.cfm?sub=3002"
"Acer platanoides","Norway maple","NH","3002","https://www.invasiveplantatlas.org/subject.cfm?sub=3002"
"Acer platanoides","Norway maple","VA","3002","https://www.invasiveplantatlas.org/subject.cfm?sub=3002"
"Acer platanoides","Norway maple","OH","3002","https://www.invasiveplantatlas.org/subject.cfm?sub=3002"
"Acer platanoides","Norway maple","NJ","3002","https://www.invasiveplantatlas.org/subject.cfm?sub=3002"
"Acer platanoides","Norway maple","NY","3002","https://www.invasiveplantatlas.org/subject.cfm?sub=3002"
"Acer platanoides","Norway maple","WV","3002","https://www.invasiveplantatlas.org/subject.cfm?sub=3002"
"Acer platanoides","Norway maple","DC","3002","https://www.invasiveplantatlas.org/subject.cfm?sub=3002"
"Acer platanoides","Norway maple","WA","3002","https://www.invasiveplantatlas.org/subject.cfm?sub=3002"
"Acer platanoides","Norway maple","RI","3002","https://www.invasiveplantatlas.org/subject.cfm?sub=3002"
"Ailanthus altissima  (P.","tree-of-heaven","AL","3003","https://www.invasiveplantatlas.org/subject.cfm?sub=3003"
"Ailanthus altissima  (P.","tree-of-heaven","CA","3003","https://www.invasiveplantatlas.org/subject.cfm?sub=3003"
"Ailanthus altissima  (P.","tree-of-heaven","MI","3003","https://www.invasiveplantatlas.org/subject.cfm?sub=3003"
"Ailanthus altissima  (P.","tree-of-heaven","PA","3003","https://www.invasiveplantatlas.org/subject.cfm?sub=3003"
"Ailanthus altissima  (P.","tree-of-heaven","CT","3003","https://www.invasiveplantatlas.org/subject.cfm?sub=3003"
"Ailanthus altissima  (P.","tree-of-heaven","DE","3003","https://www.invasiveplantatlas.org/subject.cfm?sub=3003"
"Ailanthus altissima  (P.","tree-of-heaven","GA","3003","https://www.invasiveplantatlas.org/subject.cfm?sub=3003"
"Ailanthus altissima  (P.","tree-of-heaven","WI","3003","https://www.invasiveplantatlas.org/subject.cfm?sub=3003"
"Ailanthus altissima  (P.","tree-of-heaven","KY","3003","https://www.invasiveplantatlas.org/subject.cfm?sub=3003"
"Ailanthus altissima  (P.","tree-of-heaven","MD","3003","https://www.invasiveplantatlas.org/subject.cfm?sub=3003"
"Ailanthus altissima  (P.","tree-of-heaven","OR","3003","https://www.invasiveplantatlas.org/subject.cfm?sub=3003"
"Ailanthus altissima  (P.","tree-of-heaven","NH","3003","https://www.invasiveplantatlas.org/subject.cfm?sub=3003"
"Ailanthus altissima  (P.","tree-of-heaven","VA","3003","https://www.invasiveplantatlas.org/subject.cfm?sub=3003"
"Ailanthus altissima  (P.","tree-of-heaven","OH","3003","https://www.invasiveplantatlas.org/subject.cfm?sub=3003"
"Ailanthus altissima  (P.","tree-of-heaven","NJ","3003","https://www.invasiveplantatlas.org/subject.cfm?sub=3003"
"Ailanthus altissima  (P.","tree-of-heaven","NY","3003","https://www.invasiveplantatlas.org/subject.cfm?sub=3003"
"Ailanthus altissima  (P.","tree-of-heaven","WV","3003","https://www.invasiveplantatlas.org/subject.cfm?sub=3003"
"Ailanthus altissima  (P.","tree-of-heaven","DC","3003","https://www.invasiveplantatlas.org/subject.cfm?sub=3003"
"Ailanthus altissima  (P.","tree-of-heaven","WA","3003","https://www.invasiveplantatlas.org/subject.cfm?sub=3003"
"Ailanthus altissima  (P.","tree-of-heaven","RI","3003","https://www.invasiveplantatlas.org/subject.cfm?sub=3003"
"Ailanthus altissima  (P.","tree-of-heaven","SC","3003","https://www.invasiveplantatlas.org/subject.cfm?sub=3003"
"Ailanthus altissima  (P.","tree-of-heaven","TN","3003","https://www.invasiveplantatlas.org/subject.cfm?sub=3003"
"Albizia julibrissin","mimosa","AL","3004","https://www.invasiveplantatlas.org/subject.cfm?sub=3004"
"Albizia julibrissin","mimosa","FL","3004","https://www.invasiveplantatlas.org/subject.cfm?sub=3004"
"Albizia julibrissin","mimosa","GA","3004","https://www.invasiveplantatlas.org/subject.cfm?sub=3004"
"Albizia julibrissin","mimosa","KY","3004","https://www.invasiveplantatlas.org/subject.cfm?sub=3004"
"Albizia julibrissin","mimosa","VA","3004","https://www.invasiveplantatlas.org/subject.cfm?sub=3004"
"Albizia julibrissin","mimosa","DE","3004","https://www.invasiveplantatlas.org/subject.cfm?sub=3004"
"Albizia julibrissin","mimosa","MD","3004","https://www.invasiveplantatlas.org/subject.cfm?sub=3004"
"Albizia julibrissin","mimosa","NJ","3004","https://www.invasiveplantatlas.org/subject.cfm?sub=3004"
"Albizia julibrissin","mimosa","NY","3004","https://www.invasiveplantatlas.org/subject.cfm?sub=3004"
"Albizia julibrissin","mimosa","PA","3004","https://www.invasiveplantatlas.org/subject.cfm?sub=3004"
"Albizia julibrissin","mimosa","WV","3004","https://www.invasiveplantatlas.org/subject.cfm?sub=3004"
"Albizia julibrissin","mimosa","DC","3004","https://www.invasiveplantatlas.org/subject.cfm?sub=3004"
"Albizia julibrissin","mimosa","WA","3004","https://www.invasiveplantatlas.org/subject.cfm?sub=3004"
"Albizia julibrissin","mimosa","SC","3004","https://www.invasiveplantatlas.org/subject.cfm?sub=3004"
"Albizia julibrissin","mimosa","TN","3004","https://www.invasiveplantatlas.org/subject.cfm?sub=3004"
"Alliaria petiolata  (Bieb.) Cavara & Grande","garlic mustard","AL","3005","https://www.invasiveplantatlas.org/subject.cfm?sub=3005"
"Alliaria petiolata  (Bieb.) Cavara & Grande","garlic mustard","CA","3005","https://www.invasiveplantatlas.org/subject.cfm?sub=3005"
"Alliaria petiolata  (Bieb.) Cavara & Grande","garlic mustard","MI","3005","https://www.invasiveplantatlas.org/subject.cfm?sub=3005"
"Alliaria petiolata  (Bieb.) Cavara & Grande","garlic mustard","PA","3005","https://www.invasiveplantatlas.org/subject.cfm?sub=3005"
"Alliaria petiolata  (Bieb.) Cavara & Grande","garlic mustard","CT","3005","https://www.invasiveplantatlas.org/subject.cfm?sub=3005"
"Alliaria petiolata  (Bieb.) Cavara & Grande","garlic mustard","DE","3005","https://www.invasiveplantatlas.org/subject.cfm?sub=3005"
"Alliaria petiolata  (Bieb.) Cavara & Grande","garlic mustard","GA","3005","https://www.invasiveplantatlas.org/subject.cfm?sub=3005"
"Alliaria petiolata  (Bieb.) Cavara & Grande","garlic mustard","WI","3005","https://www.invasiveplantatlas.org/subject.cfm?sub=3005"
"Alliaria petiolata  (Bieb.) Cavara & Grande","garlic mustard","KY","3005","https://www.invasiveplantatlas.org/subject.cfm?sub=3005"
"Alliaria petiolata  (Bieb.) Cavara & Grande","garlic mustard","MD","3005","https://www.invasiveplantatlas.org/subject.cfm?sub=3005"
"Alliaria petiolata  (Bieb.) Cavara & Grande","garlic mustard","OR","3005","https://www.invasiveplantatlas.org/subject.cfm?sub=3005"
"Alliaria petiolata  (Bieb.) Cavara & Grande","garlic mustard","NH","3005","https://www.invasiveplantatlas.org/subject.cfm?sub=3005"
"Alliaria petiolata  (Bieb.) Cavara & Grande","garlic mustard","VA","3005","https://www.invasiveplantatlas.org/subject.cfm?sub=3005"
"Alliaria petiolata  (Bieb.) Cavara & Grande","garlic mustard","OH","3005","https://www.invasiveplantatlas.org/subject.cfm?sub=3005"
"Alliaria petiolata  (Bieb.) Cavara & Grande","garlic mustard","WA","3005","https://www.invasiveplantatlas.org/subject.cfm?sub=3005"
"Alliaria petiolata  (Bieb.) Cavara & Grande","garlic mustard","ID","3005","https://www.invasiveplantatlas.org/subject.cfm?sub=3005"
"Alliaria petiolata  (Bieb.) Cavara & Grande","garlic mustard","NJ","3005","https://www.invasiveplantatlas.org/subject.cfm?sub=3005"
"Alliaria petiolata  (Bieb.) Cavara & Grande","garlic mustard","NY","3005","https://www.invasiveplantatlas.org/subject.cfm?sub=3005"
"Alliaria petiolata  (Bieb.) Cavara & Grande","garlic mustard","WV","3005","https://www.invasiveplantatlas.org/subject.cfm?sub=3005"
"Alliaria petiolata  (Bieb.) Cavara & Grande","garlic mustard","DC","3005","https://www.invasiveplantatlas.org/subject.cfm?sub=3005"
"Alliaria petiolata  (Bieb.) Cavara & Grande","garlic mustard","RI","3005","https://www.invasiveplantatlas.org/subject.cfm?sub=3005"
"Alliaria petiolata  (Bieb.) Cavara & Grande","garlic mustard","TN","3005","https://www.invasiveplantatlas.org/subject.cfm?sub=3005"
"Ardisia crenata  Sims","coral ardisia","AL","3008","https://www.invasiveplantatlas.org/subject.cfm?sub=3008"
"Ardisia crenata  Sims","coral ardisia","FL","3008","https://www.invasiveplantatlas.org/subject.cfm?sub=3008"
"Ardisia crenata  Sims","coral ardisia","GA","3008","https://www.invasiveplantatlas.org/subject.cfm?sub=3008"
"Ardisia crenata  Sims","coral ardisia","SC","3008","https://www.invasiveplantatlas.org/subject.cfm?sub=3008"
"Arundo donax","giant reed","AL","3009","https://www.invasiveplantatlas.org/subject.cfm?sub=3009"
"Arundo donax","giant reed","CA","3009","https://www.invasiveplantatlas.org/subject.cfm?sub=3009"
"Arundo donax","giant reed","GA","3009","https://www.invasiveplantatlas.org/subject.cfm?sub=3009"
"Arundo donax","giant reed","KY","3009","https://www.invasiveplantatlas.org/subject.cfm?sub=3009"
"Arundo donax","giant reed","MD","3009","https://www.invasiveplantatlas.org/subject.cfm?sub=3009"
"Arundo donax","giant reed","VA","3009","https://www.invasiveplantatlas.org/subject.cfm?sub=3009"
"Arundo donax","giant reed","SC","3009","https://www.invasiveplantatlas.org/subject.cfm?sub=3009"
"Arundo donax","giant reed","TN","3009","https://www.invasiveplantatlas.org/subject.cfm?sub=3009"
"Arundo donax","giant reed","WV","3009","https://www.invasiveplantatlas.org/subject.cfm?sub=3009"
"Berberis thunbergii  DC.","Japanese barberry","AL","3010","https://www.invasiveplantatlas.org/subject.cfm?sub=3010"
"Berberis thunbergii  DC.","Japanese barberry","MI","3010","https://www.invasiveplantatlas.org/subject.cfm?sub=3010"
"Berberis thunbergii  DC.","Japanese barberry","PA","3010","https://www.invasiveplantatlas.org/subject.cfm?sub=3010"
"Berberis thunbergii  DC.","Japanese barberry","CT","3010","https://www.invasiveplantatlas.org/subject.cfm?sub=3010"
"Berberis thunbergii  DC.","Japanese barberry","DE","3010","https://www.invasiveplantatlas.org/subject.cfm?sub=3010"
"Berberis thunbergii  DC.","Japanese barberry","GA","3010","https://www.invasiveplantatlas.org/subject.cfm?sub=3010"
"Berberis thunbergii  DC.","Japanese barberry","WI","3010","https://www.invasiveplantatlas.org/subject.cfm?sub=3010"
"Berberis thunbergii  DC.","Japanese barberry","KY","3010","https://www.invasiveplantatlas.org/subject.cfm?sub=3010"
"Berberis thunbergii  DC.","Japanese barberry","MD","3010","https://www.invasiveplantatlas.org/subject.cfm?sub=3010"
"Berberis thunbergii  DC.","Japanese barberry","NH","3010","https://www.invasiveplantatlas.org/subject.cfm?sub=3010"
"Berberis thunbergii  DC.","Japanese barberry","VA","3010","https://www.invasiveplantatlas.org/subject.cfm?sub=3010"
"Berberis thunbergii  DC.","Japanese barberry","OH","3010","https://www.invasiveplantatlas.org/subject.cfm?sub=3010"
"Berberis thunbergii  DC.","Japanese barberry","NJ","3010","https://www.invasiveplantatlas.org/subject.cfm?sub=3010"
"Berberis thunbergii  DC.","Japanese barberry","NY","3010","https://www.invasiveplantatlas.org/subject.cfm?sub=3010"
"Berberis thunbergii  DC.","Japanese barberry","WV","3010","https://www.invasiveplantatlas.org/subject.cfm?sub=3010"
"Berberis thunbergii  DC.","Japanese barberry","DC","3010","https://www.invasiveplantatlas.org/subject.cfm?sub=3010"
"Berberis thunbergii  DC.","Japanese barberry","WA","3010","https://www.invasiveplantatlas.org/subject.cfm?sub=3010"
"Berberis thunbergii  DC.","Japanese barberry","RI","3010","https://www.invasiveplantatlas.org/subject.cfm?sub=3010"
"Carduus nutans","musk thistle, nodding thistle","AL","3011","https://www.invasiveplantatlas.org/subject.cfm?sub=3011"
"Carduus nutans","musk thistle, nodding thistle","CA","3011","https://www.invasiveplantatlas.org/subject.cfm?sub=3011"
"Carduus nutans","musk thistle, nodding thistle","PA","3011","https://www.invasiveplantatlas.org/subject.cfm?sub=3011"
"Carduus nutans","musk thistle, nodding thistle","GA","3011","https://www.invasiveplantatlas.org/subject.cfm?sub=3011"
"Carduus nutans","musk thistle, nodding thistle","WI","3011","https://www.invasiveplantatlas.org/subject.cfm?sub=3011"
"Carduus nutans","musk thistle, nodding thistle","KY","3011","https://www.invasiveplantatlas.org/subject.cfm?sub=3011"
"Carduus nutans","musk thistle, nodding thistle","NH","3011","https://www.invasiveplantatlas.org/subject.cfm?sub=3011"
"Carduus nutans","musk thistle, nodding thistle","VA","3011","https://www.invasiveplantatlas.org/subject.cfm?sub=3011"
"Carduus nutans","musk thistle, nodding thistle","OR","3011","https://www.invasiveplantatlas.org/subject.cfm?sub=3011"
"Carduus nutans","musk thistle, nodding thistle","WA","3011","https://www.invasiveplantatlas.org/subject.cfm?sub=3011"
"Carduus nutans","musk thistle, nodding thistle","ID","3011","https://www.invasiveplantatlas.org/subject.cfm?sub=3011"
"Celastrus orbiculatus","round leaf bittersweet","AL","3012","https://www.invasiveplantatlas.org/subject.cfm?sub=3012"
"Celastrus orbiculatus","round leaf bittersweet","MI","3012","https://www.invasiveplantatlas.org/subject.cfm?sub=3012"
"Celastrus orbiculatus","round leaf bittersweet","PA","3012","https://www.invasiveplantatlas.org/subject.cfm?sub=3012"
"Celastrus orbiculatus","round leaf bittersweet","CT","3012","https://www.invasiveplantatlas.org/subject.cfm?sub=3012"
"Celastrus orbiculatus","round leaf bittersweet","DE","3012","https://www.invasiveplantatlas.org/subject.cfm?sub=3012"
"Celastrus orbiculatus","round leaf bittersweet","GA","3012","https://www.invasiveplantatlas.org/subject.cfm?sub=3012"
"Celastrus orbiculatus","round leaf bittersweet","WI","3012","https://www.invasiveplantatlas.org/subject.cfm?sub=3012"
"Celastrus orbiculatus","round leaf bittersweet","KY","3012","https://www.invasiveplantatlas.org/subject.cfm?sub=3012"
